bay_id,st_marker_id,status,location,lat,lon
4201,C6686,Present,"(-37.808745386937495, 144.95842532855065)",-37.808745386937495,144.95842532855065
4903,9325S,Present,"(-37.829506990604486, 144.96851455886545)",-37.829506990604486,144.96851455886545
2153,3797S,Unoccupied,"(-37.81054437865927, 144.96083139056057)",-37.81054437865927,144.96083139056057
6668,9369S,Present,"(-37.82971507317848, 144.96779730565527)",-37.82971507317848,144.96779730565527
6665,9355S,Present,"(-37.8296501143671, 144.96802121718082)",-37.8296501143671,144.96802121718082
4911,9333S,Present,"(-37.82954302222381, 144.9683903657431)",-37.82954302222381,144.9683903657431
4915,9337S,Present,"(-37.829560953674275, 144.96832855350937)",-37.829560953674275,144.96832855350937
3863,C5622,Unoccupied,"(-37.80711601952778, 144.9549286868729)",-37.80711601952778,144.9549286868729
914,C674,Present,"(-37.81436063676442, 144.96881309873686)",-37.81436063676442,144.96881309873686
4907,9329S,Present,"(-37.8295249771529, 144.96845256736603)",-37.8295249771529,144.96845256736603
4956,9385S,Present,"(-37.829805461832635, 144.96748598554854)",-37.829805461832635,144.96748598554854
3253,5806E,Unoccupied,"(-37.80706021881925, 144.95346921673428)",-37.80706021881925,144.95346921673428
4381,C7196,Present,"(-37.807568064386864, 144.9529019571974)",-37.807568064386864,144.9529019571974
5039,9516N,Unoccupied,"(-37.82834237066036, 144.96624216838924)",-37.82834237066036,144.96624216838924
4974,9403S,Unoccupied,"(-37.82989051614691, 144.96719278161615)",-37.82989051614691,144.96719278161615
4976,9405S,Present,"(-37.829899710102254, 144.96716103300156)",-37.829899710102254,144.96716103300156
4968,9397S,Unoccupied,"(-37.82986211697194, 144.96729085225087)",-37.82986211697194,144.96729085225087
3876,C5648,Unoccupied,"(-37.80674267759487, 144.95499524308445)",-37.80674267759487,144.95499524308445
4325,C6988,Present,"(-37.80927683391343, 144.95627639567826)",-37.80927683391343,144.95627639567826
5180,C8012,Present,"(-37.81047080384552, 144.95247905590742)",-37.81047080384552,144.95247905590742
4402,C7238,Unoccupied,"(-37.80791180590474, 144.95219403620663)",-37.80791180590474,144.95219403620663
2930,4909W,Unoccupied,"(-37.80813753358945, 144.95776747376127)",-37.80813753358945,144.95776747376127
4404,C7242,Present,"(-37.807937380447, 144.95214133755007)",-37.807937380447,144.95214133755007
3271,5830E,Unoccupied,"(-37.806714484474156, 144.95353012545496)",-37.806714484474156,144.95353012545496
4376,C7186,Unoccupied,"(-37.80750619198183, 144.95302924456635)",-37.80750619198183,144.95302924456635
5183,C8018,Present,"(-37.81051613054472, 144.95231748350216)",-37.81051613054472,144.95231748350216
4120,C6402,Present,"(-37.803726604974045, 144.95100945355003)",-37.803726604974045,144.95100945355003
5185,C8022,Present,"(-37.81053163250514, 144.95226223951698)",-37.81053163250514,144.95226223951698
3880,C5656,Unoccupied,"(-37.806617521044075, 144.95501761198784)",-37.806617521044075,144.95501761198784
5146,9962N,Present,"(-37.825959107857805, 144.96725084421467)",-37.825959107857805,144.96725084421467
4978,9407S,Unoccupied,"(-37.829908904048786, 144.96712928437947)",-37.829908904048786,144.96712928437947
5203,C8058,Present,"(-37.81071003993267, 144.95162647044964)",-37.81071003993267,144.95162647044964
5184,C8020,Unoccupied,"(-37.81052388152826, 144.95228986151233)",-37.81052388152826,144.95228986151233
3561,7087S,Present,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
5583,12200N,Present,"(-37.80926647423363, 144.97397673527217)",-37.80926647423363,144.97397673527217
5206,C8064,Unoccupied,"(-37.81073491481871, 144.95153773426915)",-37.81073491481871,144.95153773426915
5202,C8056,Present,"(-37.810701956479306, 144.95165535722757)",-37.810701956479306,144.95165535722757
5205,C8062,Present,"(-37.810726556910105, 144.95156796181791)",-37.810726556910105,144.95156796181791
7867,2035S,Present,"(-37.81785358241264, 144.95868189337452)",-37.81785358241264,144.95868189337452
5874,C9198,Present,"(-37.79848168467851, 144.96548768683328)",-37.79848168467851,144.96548768683328
1684,2227S,Present,"(-37.816091256469946, 144.96074046212647)",-37.816091256469946,144.96074046212647
5875,C9202,Present,"(-37.79848480646727, 144.96551685131993)",-37.79848480646727,144.96551685131993
4083,C6280,Unoccupied,"(-37.80504309612259, 144.9507772992846)",-37.80504309612259,144.9507772992846
5860,C9142,Present,"(-37.798424358368734, 144.9649562824252)",-37.798424358368734,144.9649562824252
4699,8645W,Present,"(-37.82562053445413, 144.96241879899554)",-37.82562053445413,144.96241879899554
5852,C9110,Present,"(-37.79839474564582, 144.96467962214246)",-37.79839474564582,144.96467962214246
5912,C9088,Present,"(-37.80295328839999, 144.96776519274866)",-37.80295328839999,144.96776519274866
6083,13231S,Unoccupied,"(-37.81946010123319, 144.9454139679546)",-37.81946010123319,144.9454139679546
6233,13344E,Present,"(-37.81590296978487, 144.94545066146043)",-37.81590296978487,144.94545066146043
6496,13717W,Present,"(-37.81576748540225, 144.93801022492937)",-37.81576748540225,144.93801022492937
2632,10102E,Present,"(-37.80374342669734, 144.94811070076594)",-37.80374342669734,144.94811070076594
6644,13616E,Present,"(-37.81957898275758, 144.94370144417576)",-37.81957898275758,144.94370144417576
6192,13274N,Present,"(-37.820201470670746, 144.94223168804564)",-37.820201470670746,144.94223168804564
6234,13346E,Present,"(-37.81584632484113, 144.94542564466076)",-37.81584632484113,144.94542564466076
5880,12908N,Present,"(-37.79836692956692, 144.96527283263367)",-37.79836692956692,144.96527283263367
5749,12436N,Unoccupied,"(-37.81182447430852, 144.97563353553048)",-37.81182447430852,144.97563353553048
5584,12202N,Present,"(-37.80927403563136, 144.9740444973502)",-37.80927403563136,144.9740444973502
6087,13239S,Present,"(-37.82002166320028, 144.94347321936715)",-37.82002166320028,144.94347321936715
5681,12339S,Unoccupied,"(-37.810026565610684, 144.97939014816225)",-37.810026565610684,144.97939014816225
5886,12905S,Present,"(-37.79853551627522, 144.965142058334)",-37.79853551627522,144.965142058334
5809,12546N,Unoccupied,"(-37.815783351409024, 144.98067858304387)",-37.815783351409024,144.98067858304387
5755,12448N,Present,"(-37.811918144162945, 144.97649484309903)",-37.811918144162945,144.97649484309903
5644,12283S,Present,"(-37.80975178890053, 144.9768743009352)",-37.80975178890053,144.9768743009352
6555,13771W,Present,"(-37.812163778576206, 144.93846882355092)",-37.812163778576206,144.93846882355092
5882,12912N,Present,"(-37.798385444199326, 144.96544383522328)",-37.798385444199326,144.96544383522328
5240,11505S,Present,"(-37.81163085341211, 144.95283057502752)",-37.81163085341211,144.95283057502752
1696,2249S,Present,"(-37.816950965111175, 144.95772490894413)",-37.816950965111175,144.95772490894413
3874,C5644,Unoccupied,"(-37.806793863655486, 144.95498609482)",-37.806793863655486,144.95498609482
1452,1725S,Present,"(-37.81440794154686, 144.97410078153473)",-37.81440794154686,144.97410078153473
7863,2052N,Present,"(-37.817728233202544, 144.9585505955322)",-37.817728233202544,144.9585505955322
6634,13919W,Present,"(-37.814022011044464, 144.94249760262625)",-37.814022011044464,144.94249760262625
6493,13828N,Present,"(-37.81586154047779, 144.93745044993324)",-37.81586154047779,144.93745044993324
6585,13779W,Present,"(-37.81338309340318, 144.9408338183706)",-37.81338309340318,144.9408338183706
6718,2248N,Present,"(-37.816704116723514, 144.9582585246801)",-37.816704116723514,144.9582585246801
6569,13834N,Present,"(-37.81299743045345, 144.93939906922648)",-37.81299743045345,144.93939906922648
1708,2291S,Present,"(-37.81756615505509, 144.95564220232035)",-37.81756615505509,144.95564220232035
1501,1858N,Present,"(-37.81900860184379, 144.95826153479936)",-37.81900860184379,144.95826153479936
6723,2258N,Present,"(-37.8167967379967, 144.9579324707891)",-37.8167967379967,144.9579324707891
1755,2376N,Present,"(-37.81221482786226, 144.9698362138891)",-37.81221482786226,144.9698362138891
2639,10111W,Unoccupied,"(-37.803576876749986, 144.94790645089543)",-37.803576876749986,144.94790645089543
1862,2593S,Present,"(-37.814838805458926, 144.9573701253143)",-37.814838805458926,144.9573701253143
1863,2594N,Present,"(-37.814797817545895, 144.9573211361774)",-37.814797817545895,144.9573211361774
3968,C5904,Present,"(-37.80465556333269, 144.9538636192491)",-37.80465556333269,144.9538636192491
1736,2343S,Present,"(-37.81194106462954, 144.9713215780613)",-37.81194106462954,144.9713215780613
1749,2367S,Present,"(-37.81235749527745, 144.96989672633543)",-37.81235749527745,144.96989672633543
4129,C6420,Unoccupied,"(-37.80351884180942, 144.95104654652096)",-37.80351884180942,144.95104654652096
1763,2390N,Present,"(-37.81466547534301, 144.96145389779366)",-37.81466547534301,144.96145389779366
1868,2601S,Present,"(-37.81491709799705, 144.95709665366655)",-37.81491709799705,144.95709665366655
1739,2346N,Present,"(-37.81184467501937, 144.9710986750343)",-37.81184467501937,144.9710986750343
1841,2549S,Unoccupied,"(-37.813808533838944, 144.96091705535343)",-37.813808533838944,144.96091705535343
3969,C5906,Present,"(-37.80463111286745, 144.95386797507655)",-37.80463111286745,144.95386797507655
2892,4835W,Present,"(-37.810542740450344, 144.9585434650612)",-37.810542740450344,144.9585434650612
687,350E,Present,"(-37.813708960965684, 144.97144303945288)",-37.813708960965684,144.97144303945288
2698,10328E,Present,"(-37.80308929485435, 144.94401711125545)",-37.80308929485435,144.94401711125545
3104,5260E,Present,"(-37.804882487640945, 144.95737581939215)",-37.804882487640945,144.95737581939215
1089,C1086,Present,"(-37.81640132656842, 144.9613429339774)",-37.81640132656842,144.9613429339774
2191,3864N,Unoccupied,"(-37.81126203603121, 144.9578851520942)",-37.81126203603121,144.9578851520942
3929,C5774,Unoccupied,"(-37.804368447801274, 144.9554163932999)",-37.804368447801274,144.9554163932999
3181,5396E,Unoccupied,"(-37.80289334585286, 144.95668562875244)",-37.80289334585286,144.95668562875244
678,285W,Present,"(-37.81485585481549, 144.97172733722948)",-37.81485585481549,144.97172733722948
4853,9256N,Unoccupied,"(-37.828862927118344, 144.97029677805853)",-37.828862927118344,144.97029677805853
2918,4891W,Present,"(-37.808357076170466, 144.9577287474924)",-37.808357076170466,144.9577287474924
2726,4369W,Present,"(-37.80977619638415, 144.96100269466265)",-37.80977619638415,144.96100269466265
3110,5267W,Present,"(-37.80460801932074, 144.95729634254496)",-37.80460801932074,144.95729634254496
3223,5560E,Unoccupied,"(-37.80644019638932, 144.95410563214284)",-37.80644019638932,144.95410563214284
5089,9887S,Present,"(-37.82555494280291, 144.96898758141737)",-37.82555494280291,144.96898758141737
3393,6229W,Unoccupied,"(-37.8060050580372, 144.95084709764473)",-37.8060050580372,144.95084709764473
3360,6055W,Present,"(-37.80606678593307, 144.95198437373847)",-37.80606678593307,144.95198437373847
3397,6237W,Present,"(-37.80589520730427, 144.95079721963123)",-37.80589520730427,144.95079721963123
4962,9391S,Present,"(-37.82983340653732, 144.9673899249511)",-37.82983340653732,144.9673899249511
3389,6221W,Present,"(-37.806112435723136, 144.95089614486108)",-37.806112435723136,144.95089614486108
4795,9104N,Present,"(-37.82999106609318, 144.97072232724145)",-37.82999106609318,144.97072232724145
4804,9128N,Present,"(-37.830173899417005, 144.97014075218613)",-37.830173899417005,144.97014075218613
4825,9214N,Unoccupied,"(-37.831183412237436, 144.9666485754044)",-37.831183412237436,144.9666485754044
5003,9435S,Present,"(-37.830183336946575, 144.96617899276828)",-37.830183336946575,144.96617899276828
4881,9302N,Present,"(-37.829136204013736, 144.96935588867115)",-37.829136204013736,144.96935588867115
6664,9353S,Present,"(-37.82964084140045, 144.96805317908223)",-37.82964084140045,144.96805317908223
5062,9839S,Present,"(-37.82530167316905, 144.96985395828017)",-37.82530167316905,144.96985395828017
3349,6033S,Present,"(-37.81051460292525, 144.95671881689637)",-37.81051460292525,144.95671881689637
3560,7086N,Present,"(-37.80883228611145, 144.95354270197825)",-37.80883228611145,144.95354270197825
5019,9451S,Present,"(-37.83026756056421, 144.96588792030695)",-37.83026756056421,144.96588792030695
5011,9443S,Present,"(-37.83022552326345, 144.96603319978192)",-37.83022552326345,144.96603319978192
6666,9359S,Present,"(-37.8296685840769, 144.96795755165562)",-37.8296685840769,144.96795755165562
743,C212,Present,"(-37.81572660765647, 144.97224999952937)",-37.81572660765647,144.97224999952937
6148,C13696,Unoccupied,"(-37.82000385320533, 144.94321541187122)",-37.82000385320533,144.94321541187122
5127,9940N,Present,"(-37.8258780365956, 144.967529060902)",-37.8258780365956,144.967529060902
1735,2342N,Present,"(-37.81180828318919, 144.9712227761984)",-37.81180828318919,144.9712227761984
5890,C9000,Present,"(-37.8028519401346, 144.96684307221085)",-37.8028519401346,144.96684307221085
759,C276,Present,"(-37.81522059173018, 144.97201630106258)",-37.81522059173018,144.97201630106258
6108,C13528,Present,"(-37.81928880037833, 144.94569170820674)",-37.81928880037833,144.94569170820674
1129,C1174,Present,"(-37.81352251237378, 144.96002258658945)",-37.81352251237378,144.96002258658945
745,C220,Present,"(-37.815621364479, 144.97220133737656)",-37.815621364479,144.97220133737656
1147,C1226,Present,"(-37.81229665650585, 144.95946258262433)",-37.81229665650585,144.95946258262433
1141,C1214,Present,"(-37.812461443505256, 144.95953771885178)",-37.812461443505256,144.95953771885178
5157,C1123,Present,"(-37.81536612643005, 144.9608668844973)",-37.81536612643005,144.9608668844973
1090,C1088,Present,"(-37.816380837109264, 144.96133357349873)",-37.816380837109264,144.96133357349873
1109,C1134,Present,"(-37.814400894214025, 144.96042410149624)",-37.814400894214025,144.96042410149624
6133,C13636,Unoccupied,"(-37.81969020326326, 144.94430138688216)",-37.81969020326326,144.94430138688216
919,C692,Present,"(-37.814215967685655, 144.9687480312692)",-37.814215967685655,144.9687480312692
918,C688,Present,"(-37.814239729403795, 144.9687587104906)",-37.814239729403795,144.9687587104906
5896,C9024,Present,"(-37.80287587557753, 144.9670609601942)",-37.80287587557753,144.9670609601942
4121,C6404,Present,"(-37.80370335884251, 144.95101367765076)",-37.80370335884251,144.95101367765076
5906,C9064,Present,"(-37.802928530981646, 144.9675399670159)",-37.802928530981646,144.9675399670159
3978,C5924,Unoccupied,"(-37.80429834360437, 144.9539274343728)",-37.80429834360437,144.9539274343728
3835,C5546,Unoccupied,"(-37.80663113872315, 144.95406643640456)",-37.80663113872315,144.95406643640456
4021,C6080,Present,"(-37.80509578599583, 144.952273134583)",-37.80509578599583,144.952273134583
911,C668,Present,"(-37.814430071402604, 144.9688443056996)",-37.814430071402604,144.9688443056996
3883,C5662,Unoccupied,"(-37.806542072232105, 144.9550310971518)",-37.806542072232105,144.9550310971518
4355,C7140,Present,"(-37.80844946288812, 144.9526373310938)",-37.80844946288812,144.9526373310938
4389,C7212,Present,"(-37.807693797530085, 144.95264287299918)",-37.807693797530085,144.95264287299918
3975,C5918,Present,"(-37.804432818424715, 144.95390350719538)",-37.804432818424715,144.95390350719538
3758,C4828,Present,"(-37.81061157978303, 144.95869809167482)",-37.81061157978303,144.95869809167482
5911,C9048,Present,"(-37.80291135212424, 144.96738370054402)",-37.80291135212424,144.96738370054402
5893,C9012,Present,"(-37.802862197977575, 144.96693592455466)",-37.802862197977575,144.96693592455466
3512,6667S,Present,"(-37.80886084780387, 144.95836611190256)",-37.80886084780387,144.95836611190256
3809,C5454,Present,"(-37.80749564751712, 144.95445854052207)",-37.80749564751712,144.95445854052207
3991,C5950,Present,"(-37.80397643814763, 144.95398474355974)",-37.80397643814763,144.95398474355974
766,C308,Present,"(-37.814716361260324, 144.97178060519954)",-37.814716361260324,144.97178060519954
4000,C6036,Unoccupied,"(-37.806192927601, 144.95208034212433)",-37.806192927601,144.95208034212433
5904,C9056,Present,"(-37.802921762392366, 144.96747839029825)",-37.802921762392366,144.96747839029825
3858,C5612,Unoccupied,"(-37.80726545039158, 144.95490180880097)",-37.80726545039158,144.95490180880097
5167,11600N,Present,"(-37.81053558817333, 144.9519077120338)",-37.81053558817333,144.9519077120338
5225,11504N,Present,"(-37.811578918413204, 144.95259812942794)",-37.811578918413204,144.95259812942794
4549,10041S,Present,"(-37.82337420230638, 144.9657025579436)",-37.82337420230638,144.9657025579436
5224,11502N,Present,"(-37.81154338985314, 144.9527237436592)",-37.81154338985314,144.9527237436592
1891,1006E,Present,"(-37.81808989357979, 144.96275978693194)",-37.81808989357979,144.96275978693194
5731,12416N,Unoccupied,"(-37.81086362447625, 144.97766052142163)",-37.81086362447625,144.97766052142163
5756,12450N,Present,"(-37.81192570588628, 144.97656464025124)",-37.81192570588628,144.97656464025124
5230,11514N,Present,"(-37.81172820317063, 144.95206978744298)",-37.81172820317063,144.95206978744298
6170,13230N,Present,"(-37.81938963907055, 144.9450293121314)",-37.81938963907055,144.9450293121314
5916,12803S,Unoccupied,"(-37.802954951101825, 144.96693094405282)",-37.802954951101825,144.96693094405282
5445,11842E,Unoccupied,"(-37.812961471544114, 144.97791474187858)",-37.812961471544114,144.97791474187858
2664,10171W,Unoccupied,"(-37.80429710830276, 144.94930866478808)",-37.80429710830276,144.94930866478808
5922,12809S,Present,"(-37.80297901819951, 144.96714913656768)",-37.80297901819951,144.96714913656768
1531,1895S,Present,"(-37.81395416011388, 144.97205986796058)",-37.81395416011388,144.97205986796058
1688,2234N,Present,"(-37.8161240262432, 144.96045812480065)",-37.8161240262432,144.96045812480065
6622,13876N,Present,"(-37.81392422823941, 144.94189467612432)",-37.81392422823941,144.94189467612432
6495,13715W,Present,"(-37.815840563414724, 144.93805452041113)",-37.815840563414724,144.93805452041113
1413,1607S,Present,"(-37.81631908175282, 144.97165640052418)",-37.81631908175282,144.97165640052418
6225,13328E,Present,"(-37.816849844941174, 144.94586794402903)",-37.816849844941174,144.94586794402903
6485,13827S,Present,"(-37.81552555833076, 144.93758196039585)",-37.81552555833076,144.93758196039585
6236,13350E,Present,"(-37.81573303491969, 144.94537561003557)",-37.81573303491969,144.94537561003557
6821,14002E,Present,"(-37.79870009921546, 144.9578936900851)",-37.79870009921546,144.9578936900851
6830,14020E,Present,"(-37.79718406662702, 144.95808047333307)",-37.79718406662702,144.95808047333307
6471,13802N,Present,"(-37.8138115378207, 144.94007820814937)",-37.8138115378207,144.94007820814937
6453,13582E,Present,"(-37.81991640071729, 144.9427682791249)",-37.81991640071729,144.9427682791249
1412,1605S,Unoccupied,"(-37.81630027072522, 144.97172028438396)",-37.81630027072522,144.97172028438396
6468,13823S,Present,"(-37.81518657256737, 144.93699309068762)",-37.81518657256737,144.93699309068762
6623,13878N,Unoccupied,"(-37.81389948264754, 144.94195960988839)",-37.81389948264754,144.94195960988839
1858,2589S,Unoccupied,"(-37.814799658890806, 144.95750685549427)",-37.814799658890806,144.95750685549427
1853,2574N,Present,"(-37.81435220053646, 144.95889433094547)",-37.81435220053646,144.95889433094547
1859,2590N,Present,"(-37.81475840204577, 144.95746017643143)",-37.81475840204577,144.95746017643143
3062,5184E,Present,"(-37.811133103313495, 144.95747725056873)",-37.811133103313495,144.95747725056873
3058,5180E,Present,"(-37.81119449775253, 144.957505390307)",-37.81119449775253,144.957505390307
5910,C9080,Present,"(-37.80294624149367, 144.96770108517356)",-37.80294624149367,144.96770108517356
3803,C5434,Present,"(-37.80809212219789, 144.95473598666138)",-37.80809212219789,144.95473598666138
2172,3834N,Present,"(-37.81077772587672, 144.9595539329031)",-37.81077772587672,144.9595539329031
587,27W,Unoccupied,"(-37.814177885928956, 144.97424689228652)",-37.814177885928956,144.97424689228652
5894,C9016,Present,"(-37.80286903189891, 144.96699877834774)",-37.80286903189891,144.96699877834774
2174,3836N,Present,"(-37.81079471730854, 144.95949616725125)",-37.81079471730854,144.95949616725125
5307,9527S,Present,"(-37.828286139651404, 144.96551202583254)",-37.828286139651404,144.96551202583254
3100,5256E,Present,"(-37.80493280814753, 144.95736604335298)",-37.80493280814753,144.95736604335298
3108,5265W,Present,"(-37.80466324720804, 144.95728578206518)",-37.80466324720804,144.95728578206518
3149,5333W,Present,"(-37.81074368237368, 144.95582326375552)",-37.81074368237368,144.95582326375552
3592,7326E,Unoccupied,"(-37.805683198393226, 144.949364675499)",-37.805683198393226,144.949364675499
5354,8889W,Present,"(-37.824869818255166, 144.9612076794827)",-37.824869818255166,144.9612076794827
3701,7666N,Present,"(-37.80386479655629, 144.9577258460825)",-37.80386479655629,144.9577258460825
4692,8638E,Present,"(-37.82565374385614, 144.96257533947116)",-37.82565374385614,144.96257533947116
4719,8668E,Present,"(-37.82536022410713, 144.96292256346737)",-37.82536022410713,144.96292256346737
3394,6231W,Present,"(-37.805983889506166, 144.95083741087637)",-37.805983889506166,144.95083741087637
3633,7584N,Present,"(-37.80559174454697, 144.95422564230262)",-37.80559174454697,144.95422564230262
3628,7577S,Unoccupied,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
6923,746E,Present,"(-37.81330885445871, 144.96845679346052)",-37.81330885445871,144.96845679346052
3355,6043S,Present,"(-37.810638343120225, 144.95629833227468)",-37.810638343120225,144.95629833227468
1111,C1138,Present,"(-37.814327985862604, 144.96039043477367)",-37.814327985862604,144.96039043477367
1011,957W,Present,"(-37.81207663185915, 144.962057056617)",-37.81207663185915,144.962057056617
5345,8871W,Present,"(-37.82543122206522, 144.96054694628188)",-37.82543122206522,144.96054694628188
2510,C2954,Present,"(-37.812751159078395, 144.96069414799933)",-37.812751159078395,144.96069414799933
4117,C6392,Present,"(-37.8037967924817, 144.9509968828238)",-37.8037967924817,144.9509968828238
6141,C13668,Present,"(-37.81993624759802, 144.9434478733662)",-37.81993624759802,144.9434478733662
3866,C5628,Present,"(-37.80703836985889, 144.95494256989207)",-37.80703836985889,144.95494256989207
1133,C1186,Present,"(-37.81340380882578, 144.9599688393352)",-37.81340380882578,144.9599688393352
6113,C13548,Present,"(-37.819342766449296, 144.94550482428173)",-37.819342766449296,144.94550482428173
3759,C4830,Present,"(-37.81058958580322, 144.95868802563666)",-37.81058958580322,144.95868802563666
3960,C5888,Present,"(-37.80495470294587, 144.95381007070802)",-37.80495470294587,144.95381007070802
4010,C6058,Present,"(-37.80590733551236, 144.952131579965)",-37.80590733551236,144.952131579965
751,C244,Present,"(-37.8154564460866, 144.9721250693515)",-37.8154564460866,144.9721250693515
6150,C13704,Present,"(-37.820019978880744, 144.94315996150792)",-37.820019978880744,144.94315996150792
3765,C4874,Unoccupied,"(-37.80853943555114, 144.95780820347613)",-37.80853943555114,144.95780820347613
1139,C1210,Present,"(-37.812508888580744, 144.95955935190364)",-37.812508888580744,144.95955935190364
5047,9824N,Present,"(-37.825055905891574, 144.97032866699118)",-37.825055905891574,144.97032866699118
942,C766,Unoccupied,"(-37.81322788644749, 144.9682931199963)",-37.81322788644749,144.9682931199963
940,C762,Present,"(-37.81327276528682, 144.9683136598126)",-37.81327276528682,144.9683136598126
932,C736,Unoccupied,"(-37.81350740471045, 144.96842159726603)",-37.81350740471045,144.96842159726603
2506,C2944,Present,"(-37.81265945997659, 144.96100915632314)",-37.81265945997659,144.96100915632314
5903,C9052,Present,"(-37.80291835913376, 144.9674473630265)",-37.80291835913376,144.9674473630265
1741,2350N,Present,"(-37.811903467402544, 144.97089849405825)",-37.811903467402544,144.97089849405825
934,C744,Present,"(-37.813432061253614, 144.9683864485381)",-37.813432061253614,144.9683864485381
927,C722,Present,"(-37.813645541218705, 144.96848423444078)",-37.813645541218705,144.96848423444078
5201,C8054,Present,"(-37.81069381688383, 144.9516844451022)",-37.81069381688383,144.9516844451022
5891,C9004,Unoccupied,"(-37.80285527241979, 144.9668733826557)",-37.80285527241979,144.9668733826557
921,C700,Present,"(-37.81416846060719, 144.9687266792635)",-37.81416846060719,144.9687266792635
3347,6031S,Present,"(-37.810496024837576, 144.95678270598654)",-37.810496024837576,144.95678270598654
5471,11896E,Unoccupied,"(-37.810178585164884, 144.97838466910338)",-37.810178585164884,144.97838466910338
6920,10051S,Present,"(-37.82199996402446, 144.9631873254488)",-37.82199996402446,144.9631873254488
2670,10179W,Unoccupied,"(-37.804094284673724, 144.9493444001103)",-37.804094284673724,144.9493444001103
5408,11751W,Present,"(-37.81034399941822, 144.97536559551864)",-37.81034399941822,144.97536559551864
5775,12467S,Present,"(-37.81207203309084, 144.97685324023576)",-37.81207203309084,144.97685324023576
5610,12239S,Present,"(-37.80953463647572, 144.9747121130703)",-37.80953463647572,144.9747121130703
5714,12382N,Present,"(-37.81067634376477, 144.975939394499)",-37.81067634376477,144.975939394499
5226,11506N,Present,"(-37.81159624832596, 144.9525367688051)",-37.81159624832596,144.9525367688051
5723,12400N,Unoccupied,"(-37.81073975776732, 144.97652234965057)",-37.81073975776732,144.97652234965057
5608,12235S,Unoccupied,"(-37.809513040260384, 144.97451760806197)",-37.809513040260384,144.97451760806197
5451,11854E,Present,"(-37.8126522189701, 144.97796646250606)",-37.8126522189701,144.97796646250606
3821,C5498,Unoccupied,"(-37.807211723869486, 144.9543295690596)",-37.807211723869486,144.9543295690596
5247,11519S,Unoccupied,"(-37.81180757381466, 144.95220579837365)",-37.81180757381466,144.95220579837365
5649,12293S,Present,"(-37.80979249881484, 144.97724806950407)",-37.80979249881484,144.97724806950407
5777,12471S,Present,"(-37.812095858047925, 144.97707459631323)",-37.812095858047925,144.97707459631323
5743,12397S,Present,"(-37.81096446570511, 144.9768756229971)",-37.81096446570511,144.9768756229971
2655,10159W,Present,"(-37.80465392902081, 144.94924754947715)",-37.80465392902081,144.94924754947715
1772,2402N,Present,"(-37.81481547469399, 144.96093990390216)",-37.81481547469399,144.96093990390216
6223,13324E,Unoccupied,"(-37.81813758797308, 144.94643655625285)",-37.81813758797308,144.94643655625285
3312,5996N,Present,"(-37.80979852329118, 144.958756130574)",-37.80979852329118,144.958756130574
6483,13711W,Present,"(-37.81556557417046, 144.9368650485306)",-37.81556557417046,144.9368650485306
1895,1381W,Present,"(-37.81681241762773, 144.95739008686456)",-37.81681241762773,144.95739008686456
6377,13612E,Present,"(-37.82009630817031, 144.94390886782145)",-37.82009630817031,144.94390886782145
6362,13308N,Present,"(-37.82172021641781, 144.9511259269456)",-37.82172021641781,144.9511259269456
6057,13036N,Present,"(-37.821157561215294, 144.94385407713554)",-37.821157561215294,144.94385407713554
6642,13625W,Present,"(-37.81934223214657, 144.9434310253929)",-37.81934223214657,144.9434310253929
6228,13334E,Present,"(-37.81668191268675, 144.9457937923421)",-37.81668191268675,144.9457937923421
6518,13750E,Present,"(-37.81276044529915, 144.93652689131466)",-37.81276044529915,144.93652689131466
6075,13215S,Present,"(-37.81881206444177, 144.94768259159292)",-37.81881206444177,144.94768259159292
6414,13664E,Unoccupied,"(-37.81975063255024, 144.94533999410942)",-37.81975063255024,144.94533999410942
1690,2240N,Present,"(-37.816278785520566, 144.9599004515224)",-37.816278785520566,144.9599004515224
1033,1205W,Present,"(-37.81263516737597, 144.95949188923854)",-37.81263516737597,144.95949188923854
1844,2555S,Present,"(-37.81387885200328, 144.96067396601816)",-37.81387885200328,144.96067396601816
1592,1982N,Present,"(-37.81661509572447, 144.96239809594528)",-37.81661509572447,144.96239809594528
6490,13822N,Present,"(-37.81575615633969, 144.93772708571578)",-37.81575615633969,144.93772708571578
5783,12483S,Unoccupied,"(-37.8121409749146, 144.9774876674445)",-37.8121409749146,144.9774876674445
6616,13861S,Present,"(-37.81392735508366, 144.94205751645586)",-37.81392735508366,144.94205751645586
593,37W,Present,"(-37.81392532618494, 144.97412948985144)",-37.81392532618494,144.97412948985144
3620,7568N,Present,"(-37.80565938100267, 144.954826317798)",-37.80565938100267,144.954826317798
3023,5108E,Present,"(-37.804292539726006, 144.95767318591783)",-37.804292539726006,144.95767318591783
5361,8903W,Present,"(-37.82409822525305, 144.96211501714058)",-37.82409822525305,144.96211501714058
3089,5234E,Present,"(-37.80523891044999, 144.95730586745196)",-37.80523891044999,144.95730586745196
3353,6039S,Present,"(-37.810600968448426, 144.95642622459144)",-37.810600968448426,144.95642622459144
2532,C3010,Present,"(-37.81317058781676, 144.95921681700628)",-37.81317058781676,144.95921681700628
